,track_uri,track_name,mood,artist_uri,artist_name,genre,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
spotify:track:0ewX9JsKy9oa4IifkFSroa,spotify:track:0ewX9JsKy9oa4IifkFSroa,Slow It Down,sad,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,The Lumineers,folk-pop,78,4048309,0.423,0.0657,1,-14.421,1,0.0386,0.928,1.4e-06,0.0922,0.105,98.489,3
spotify:track:0pdKRp2sUthTPe7RLWpPqQ,spotify:track:0pdKRp2sUthTPe7RLWpPqQ,You're Somebody Else,sad,spotify:artist:6GpcBKNmZDIrRzYkPJu7Wd,flora cash,indie pop,68,175586,0.713,0.452,1,-9.638,1,0.0295,0.841,0.0038,0.105,0.235,102.963,4
spotify:track:1yTSihKTjUpitme1tAYeXa,spotify:track:1yTSihKTjUpitme1tAYeXa,Ride,sad,spotify:artist:6qs9iCLV2ulKSOYRFMM0qp,The Prussians,spanish modern rock,27,3445,0.664,0.496,9,-13.496,1,0.119,0.358,0.000935,0.102,0.0751,84.059,4
spotify:track:3U4isOIWM3VvDubwSI3y7a,spotify:track:3U4isOIWM3VvDubwSI3y7a,All of Me,sad,spotify:artist:5y2Xq6xcjJb2jVM54GHK3t,John Legend,neo mellow,83,5347364,0.422,0.264,8,-7.064,1,0.0322,0.922,0.0,0.132,0.331,119.93,4
spotify:track:5Iy1wdO0tMaHwKnfFYtlel,spotify:track:5Iy1wdO0tMaHwKnfFYtlel,Cursive,sad,spotify:artist:02YLJJnWC7YQVixkjEBRn7,Billie Marten,british singer-songwriter,61,176194,0.494,0.267,0,-11.54,1,0.0308,0.935,5.58e-05,0.128,0.166,115.117,3
spotify:track:13PUJCvdTSCT1dn70tlGdm,spotify:track:13PUJCvdTSCT1dn70tlGdm,"Welcome Home, Son",sad,spotify:artist:5EM6xJN2QNk0cL7EEm9HR9,Radical Face,indie folk,64,330772,0.601,0.537,6,-9.464,1,0.0296,0.743,0.732,0.143,0.394,144.994,3
spotify:track:1jeH74UaH5xFnLo73haMQl,spotify:track:1jeH74UaH5xFnLo73haMQl,Hazy Memories,sad,spotify:artist:7I9GI1IG7pfLC4ENoLVJ5e,Caravn,na,52,1092,0.455,0.317,9,-8.031,1,0.0448,0.9,0.0,0.0962,0.44,71.113,1
spotify:track:4CxFN5zON70B3VOPBYbd6P,spotify:track:4CxFN5zON70B3VOPBYbd6P,you were good to me,sad,spotify:artist:3gIRvgZssIb9aiirIg0nI3,Jeremy Zucker,electropop,80,1329154,0.561,0.0848,2,-15.099,1,0.0404,0.913,2.62e-05,0.112,0.206,102.128,4
spotify:track:1ZekzmhuM380sFcUZePjmL,spotify:track:1ZekzmhuM380sFcUZePjmL,Teardrop - Remastered 2006,sad,spotify:artist:6FXMGgJwohJLUSr5nVlf9X,Massive Attack,downtempo,67,1569577,0.612,0.463,11,-7.653,0,0.035,0.0204,0.653,0.183,0.17,76.98,4
spotify:track:5lCtzEEl2FxySHX4zR9yEf,spotify:track:5lCtzEEl2FxySHX4zR9yEf,kissing girls,sad,spotify:artist:6FmiNnTXQJTmOMAx4kB38R,Grady,indie electropop,54,15856,0.415,0.456,0,-7.315,1,0.106,0.934,0.0,0.49,0.72,181.452,3
spotify:track:73SpzrcaHk0RQPFP73vqVR,spotify:track:73SpzrcaHk0RQPFP73vqVR,No Time To Die,sad,spotify:artist:6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,electropop,92,36527428,0.38,0.219,4,-13.273,0,0.0358,0.917,0.0104,0.0827,0.0517,73.537,4
spotify:track:0sSxUKtpE11r5VVx1DIMww,spotify:track:0sSxUKtpE11r5VVx1DIMww,Everybody Hurts,sad,spotify:artist:4KWTAlx2RvbpseOGMEmROg,R.E.M.,alternative rock,75,2751654,0.282,0.476,2,-6.524,1,0.0274,0.568,0.0185,0.157,0.186,187.604,3
spotify:track:3O69V7agLeCLw6C8wfK1jt,spotify:track:3O69V7agLeCLw6C8wfK1jt,Fluid,sad,spotify:artist:4oDmrxjcmdVRXErxCTDFZA,Ames,indie electropop,34,3769,0.703,0.267,1,-10.176,0,0.0875,0.32,0.0142,0.111,0.29,78.973,4
spotify:track:1PiKcVhlmHPvL7IPjx9dJk,spotify:track:1PiKcVhlmHPvL7IPjx9dJk,I Took A Pill In Ibiza,sad,spotify:artist:2KsP6tYLJlTBvSUxnwlVWa,Mike Posner,dance pop,71,1074825,0.636,0.319,10,-10.065,1,0.0718,0.618,1.7e-06,0.125,0.378,74.109,4
spotify:track:2bbhyUWJ5VjdfI3P4PRLu2,spotify:track:2bbhyUWJ5VjdfI3P4PRLu2,Samson,sad,spotify:artist:3z6Gk257P9jNcZbBXJNX5i,Regina Spektor,indie pop,63,1134342,0.49,0.193,11,-9.544,1,0.0421,0.862,9.74e-06,0.113,0.184,89.154,4
spotify:track:1FunUekKzZ9Mgt3BMYCrfF,spotify:track:1FunUekKzZ9Mgt3BMYCrfF,Falling Asleep,sad,spotify:artist:15ulC0nwlKgA3hYyr4QgvS,Tiz McNamara,irish singer-songwriter,42,2734,0.537,0.201,2,-12.948,1,0.033,0.899,0.00163,0.077,0.196,134.087,4
spotify:track:41bqxcnDRcYsBJnJKtPCdp,spotify:track:41bqxcnDRcYsBJnJKtPCdp,To The Hilt,sad,spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,BANKS,alternative r&b,65,929765,0.327,0.101,8,-13.949,0,0.0525,0.948,0.0,0.0945,0.0866,171.734,4
spotify:track:1ytTeSRAU6IRo2itVDwtPv,spotify:track:1ytTeSRAU6IRo2itVDwtPv,Creep,sad,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,alternative rock,79,5708453,0.515,0.43,7,-9.935,1,0.0369,0.0102,0.000141,0.129,0.104,91.841,4
spotify:track:3N2vr4m44BBZiVCZ0O4bnf,spotify:track:3N2vr4m44BBZiVCZ0O4bnf,Thirteen Thirty-Five,sad,spotify:artist:6oyGMaD0Kbx3ynXKhzH2wW,Dillon,na,45,92760,0.67,0.293,5,-10.56,0,0.0486,0.786,0.0,0.215,0.36,66.974,4
spotify:track:7v3tuzPub1Qd490tiVddwF,spotify:track:7v3tuzPub1Qd490tiVddwF,Last Time,sad,spotify:artist:1yPdXrLhRc50YbwiwCr1uN,Johnning,pop edm,61,5537,0.628,0.587,7,-5.195,1,0.0441,0.111,0.0,0.156,0.4,140.01,4
spotify:track:2SbIONplUQ0BvXyRgGDgCz,spotify:track:2SbIONplUQ0BvXyRgGDgCz,Dust On The Ground,sad,spotify:artist:3pTE9iaJTkWns3mxpNQlJV,Bombay Bicycle Club,alternative dance,64,744779,0.605,0.319,10,-10.892,1,0.0306,0.757,0.00237,0.116,0.273,109.603,4
spotify:track:7eClkLWbrr3TorYedzaDkI,spotify:track:7eClkLWbrr3TorYedzaDkI,Waiting,sad,spotify:artist:3WiytRnvoL0kT3oAGl9TCt,Alice Boman,malmo indie,46,30131,0.236,0.33,8,-10.085,1,0.0325,0.975,0.126,0.116,0.0827,86.546,4
spotify:track:7pt64sepCy5QmDrgy9wOJS,spotify:track:7pt64sepCy5QmDrgy9wOJS,blue,sad,spotify:artist:2gIHyzlzKxntjQWf8xAGaI,Kamal.,modern indie pop,54,15849,0.725,0.258,11,-14.065,0,0.255,0.668,2.63e-05,0.0955,0.173,127.876,3
spotify:track:5OiaAaIMYlCZONyDBxqk4G,spotify:track:5OiaAaIMYlCZONyDBxqk4G,First Day Of My Life,sad,spotify:artist:5o206eFLx38glA2bb4zqIU,Bright Eyes,anti-folk,64,470873,0.468,0.201,4,-17.024,1,0.0388,0.915,8.28e-05,0.0952,0.383,94.422,4
spotify:track:5qrSlOut2rNAWv3ubArkNy,spotify:track:5qrSlOut2rNAWv3ubArkNy,Be Alright,sad,spotify:artist:3QSQFmccmX81fWCUSPTS7y,Dean Lewis,australian pop,78,1391498,0.551,0.537,11,-7.595,1,0.034,0.705,0.0,0.0802,0.493,126.421,4
spotify:track:2ZaYFNn1YQuLSVdHhanr4Q,spotify:track:2ZaYFNn1YQuLSVdHhanr4Q,Only You,sad,spotify:artist:7omzannyG2lfDqP5xyZo34,Joshua Radin,acoustic pop,58,329617,0.545,0.255,8,-14.844,1,0.0311,0.362,1.77e-05,0.0841,0.831,98.088,4
spotify:track:2KK7OUblFkd7TT9TjWgW7z,spotify:track:2KK7OUblFkd7TT9TjWgW7z,Harvest Love,sad,spotify:artist:6zVFRTB0Y1whWyH7ZNmywf,Tash Sultana,australian reggae fusion,68,1209232,0.276,0.251,2,-9.078,1,0.0295,0.314,6.05e-06,0.122,0.18,95.705,4
spotify:track:7Cia4WzapwjMr0NUQF8vf3,spotify:track:7Cia4WzapwjMr0NUQF8vf3,Oceans,sad,spotify:artist:4Ly0KABsxlx4fNj63zJTrF,Seafret,folk-pop,66,498489,0.404,0.48,9,-8.906,0,0.0303,0.274,8.63e-06,0.132,0.2,129.162,3
spotify:track:0AG2l0IboWNSwjUkMr2Aq7,spotify:track:0AG2l0IboWNSwjUkMr2Aq7,Be My Mistake,sad,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,The 1975,modern alternative rock,79,4575556,0.572,0.155,6,-14.405,1,0.0344,0.835,0.000137,0.0906,0.0949,109.923,3
spotify:track:1elEZGOMFRU5n7bnOtUaqi,spotify:track:1elEZGOMFRU5n7bnOtUaqi,cry on airplanes,sad,spotify:artist:4vYj7nah6DyidXoeKEDRy7,Julian,na,36,1233,0.763,0.372,5,-7.07,1,0.0683,0.548,0.000638,0.116,0.76,85.01,4
spotify:track:5rLZGAZOstOC3fqhmGChvK,spotify:track:5rLZGAZOstOC3fqhmGChvK,Goshen,sad,spotify:artist:6pmxr66tMAePxzOLfjGNcX,Beirut,albuquerque indie,61,830968,0.284,0.262,11,-9.869,1,0.028,0.848,0.00483,0.0966,0.107,98.66,4
spotify:track:1vNfYCzcCJz0FY7MVVA9lM,spotify:track:1vNfYCzcCJz0FY7MVVA9lM,Recording 15,sad,spotify:artist:1Kssd2mp7BMKGZUUKncUt6,Shannon Lay,indie folk,49,12424,0.552,0.126,11,-18.014,1,0.0306,0.956,0.0153,0.109,0.439,92.441,4
spotify:track:5aFSzu0b7ccAYjTkbTNTsQ,spotify:track:5aFSzu0b7ccAYjTkbTNTsQ,Losing You,sad,spotify:artist:26GHRG8x1F4AzbCKzUaIbw,Aquilo,indie anthem-folk,62,246659,0.383,0.446,0,-8.693,0,0.0382,0.63,0.0,0.0946,0.213,77.399,4
spotify:track:3obZywY64ooasDLV1cVC7X,spotify:track:3obZywY64ooasDLV1cVC7X,The Scientist,sad,spotify:artist:7Fy5VsWKRZYoXc3M18O85p,Valentin,na,39,334,0.555,0.284,4,-9.788,1,0.027,0.91,0.0,0.11,0.276,77.037,4
spotify:track:13iMiwdY7pgE1f7NwYKr1D,spotify:track:13iMiwdY7pgE1f7NwYKr1D,Renee's Song,sad,spotify:artist:4GvEc3ANtPPjt1ZJllr5Zl,Bazzi,dance pop,80,3894814,0.593,0.229,9,-8.888,1,0.0307,0.794,0.0,0.167,0.42,117.823,4
spotify:track:2mXnsGgq0K4qfcYmw0rccK,spotify:track:2mXnsGgq0K4qfcYmw0rccK,River,sad,spotify:artist:7Cj0psFxm34eneGRVePhDI,St Woods,spanish indie folk,40,6592,0.304,0.317,11,-10.52,1,0.0285,0.73,0.00519,0.118,0.0596,147.83,4
spotify:track:4gkoh2vAD57fGEITzteaUh,spotify:track:4gkoh2vAD57fGEITzteaUh,London Thunder,sad,spotify:artist:6FQqZYVfTNQ1pCqfkwVFEa,Foals,alternative dance,68,1139340,0.489,0.357,6,-9.745,1,0.0259,0.641,0.333,0.0838,0.0388,92.009,4
spotify:track:4THgqBGsTYJcNcQWCV92AP,spotify:track:4THgqBGsTYJcNcQWCV92AP,Conversation,sad,spotify:artist:2uvY5pgdD9t1CZ5zMNw1rl,Lucy Rose,ambient folk,58,252010,0.242,0.137,2,-16.332,0,0.0322,0.901,0.0105,0.167,0.0644,92.454,3
spotify:track:6xFSWmXNlzzM8g9MuABaTe,spotify:track:6xFSWmXNlzzM8g9MuABaTe,guilt trip,sad,spotify:artist:5wX7TCAS7ilmwh4MXy9iay,little dipper,na,21,51,0.76,0.337,0,-12.594,1,0.085,0.232,0.0,0.115,0.508,104.98,4
spotify:track:09kEUjIvixNShjfl3YoyWo,spotify:track:09kEUjIvixNShjfl3YoyWo,Simply Beautiful,sad,spotify:artist:3dkbV4qihUeMsqN4vBGg93,Al Green,classic soul,68,1373771,0.527,0.223,9,-15.627,0,0.145,0.616,0.00416,0.125,0.479,145.253,4
spotify:track:2kyFN7sfxOgNLkxw66c1Ij,spotify:track:2kyFN7sfxOgNLkxw66c1Ij,Until You Came into My Life,sad,spotify:artist:5dM7jA0PXh0Ozz8LT2YOCB,Ann Peebles,classic soul,52,65557,0.546,0.265,0,-14.524,1,0.0411,0.605,0.0347,0.0672,0.435,130.358,4
spotify:track:7GSRH3L0HAM3StkAkYVamC,spotify:track:7GSRH3L0HAM3StkAkYVamC,Tell It Like It Is,sad,spotify:artist:57ALvbCBaCkNlgTOSiUPdT,Aaron Neville,motown,59,79903,0.61,0.376,2,-9.194,0,0.0287,0.449,2.18e-06,0.198,0.565,93.706,3
spotify:track:3zpj9dvJABiyMrmLCPw6i8,spotify:track:3zpj9dvJABiyMrmLCPw6i8,Crazy - Single Version,sad,spotify:artist:7dNsHhGeGU5MV01r06O8gK,Patsy Cline,adult standards,61,538269,0.471,0.021,10,-24.385,1,0.0366,0.931,1.19e-06,0.103,0.356,107.765,3
spotify:track:7keRsHHqmuFRv8agWvaYxE,spotify:track:7keRsHHqmuFRv8agWvaYxE,I'd Rather Go Blind,sad,spotify:artist:0iOVhN3tnSvgDbcg25JoJb,Etta James,adult standards,69,1104033,0.539,0.398,9,-6.513,1,0.0253,0.661,0.000519,0.191,0.588,81.579,3
spotify:track:1ITQbrueGLl581a25XXm9c,spotify:track:1ITQbrueGLl581a25XXm9c,Rocky Raccoon - Remastered 2009,sad,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,beatlesque,87,18092151,0.599,0.363,7,-11.728,1,0.0315,0.333,0.0,0.243,0.648,79.456,4
spotify:track:4yjz1aazw6R8ZURpGbCAkp,spotify:track:4yjz1aazw6R8ZURpGbCAkp,Bring It On Home To Me,sad,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,adult standards,70,1105070,0.482,0.569,0,-5.897,1,0.0328,0.617,0.0,0.155,0.609,70.843,4
spotify:track:3wAX3qn53iQUFE84hpfeen,spotify:track:3wAX3qn53iQUFE84hpfeen,Simple Twist of Fate,sad,spotify:artist:74ASZWbe4lXaubB36ztrGX,Bob Dylan,classic rock,77,4702110,0.409,0.264,4,-16.273,1,0.0363,0.665,0.00016,0.102,0.355,137.16,4
spotify:track:1qrvXwgOBiXSujaQzzfYk6,spotify:track:1qrvXwgOBiXSujaQzzfYk6,Sad Tomorrows - Single Version / Stereo,sad,spotify:artist:3koiLjNrgRTNbOwViDipeA,Marvin Gaye,classic soul,76,3732126,0.494,0.446,2,-11.409,0,0.0321,0.93,0.000145,0.272,0.613,104.436,3
spotify:track:7rcfs2bBj5mNyiJbBIQ7cc,spotify:track:7rcfs2bBj5mNyiJbBIQ7cc,Cry Me A River,sad,spotify:artist:3qUMmh5biaB5hqpF4LqS3m,Julie London,adult standards,62,243206,0.455,0.0197,11,-21.882,0,0.0492,0.975,0.000872,0.103,0.127,85.525,3
spotify:track:2zOC6MGjOGcS1BplIEGVJ7,spotify:track:2zOC6MGjOGcS1BplIEGVJ7,These Arms Of Mine,sad,spotify:artist:60df5JBRRPcnSpsIMxxwQm,Otis Redding,classic soul,74,1653904,0.397,0.292,10,-13.488,1,0.03,0.783,0.0,0.181,0.707,177.257,3
spotify:track:3NcJu9876GBJuNU6vJOrbb,spotify:track:3NcJu9876GBJuNU6vJOrbb,I Want a Little Sugar In My Bowl,sad,spotify:artist:7G1GBhoKtEPnP86X2PvEYO,Nina Simone,jazz blues,72,1976180,0.626,0.312,6,-9.246,1,0.0332,0.895,2.94e-06,0.181,0.298,98.708,3
spotify:track:1rHMg7t3LICgfTl2OsDn46,spotify:track:1rHMg7t3LICgfTl2OsDn46,The Wind,sad,spotify:artist:08F3Y3SctIlsOEmKd6dnH8,Yusuf / Cat Stevens,british folk,72,1189973,0.758,0.187,2,-18.963,1,0.0437,0.927,0.1,0.122,0.78,115.75,4
spotify:track:0wZuvGn7nZbKoyKOlwZQMF,spotify:track:0wZuvGn7nZbKoyKOlwZQMF,I'd Have You Anytime - Remastered 2014,sad,spotify:artist:7FIoB5PHdrMZVC3q2HE5MS,George Harrison,album rock,70,1698415,0.556,0.345,7,-11.176,1,0.0264,0.741,0.0061,0.103,0.245,139.53,4
spotify:track:2hjAc6x8EoSLhGxRNg8KEw,spotify:track:2hjAc6x8EoSLhGxRNg8KEw,Crazy Love - 2013 Remaster,sad,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,Van Morrison,classic rock,74,1882129,0.575,0.188,9,-18.758,1,0.0959,0.841,4.37e-05,0.228,0.334,77.464,4
spotify:track:0KOE1hat4SIer491XKk4Pa,spotify:track:0KOE1hat4SIer491XKk4Pa,A Change Is Gonna Come,sad,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,adult standards,70,1105070,0.212,0.383,10,-10.071,1,0.0347,0.723,0.0,0.299,0.452,173.79,3
spotify:track:6pYvB2TQO7oGLw6oNV40jm,spotify:track:6pYvB2TQO7oGLw6oNV40jm,You Don't Miss Your Water - Extended,sad,spotify:artist:0mFoqJiNDtYntypvy6roGR,William Bell,classic soul,46,42582,0.519,0.251,5,-17.425,1,0.0298,0.452,0.0,0.159,0.632,115.149,3
spotify:track:7urDSX97YCwDNjzgrHHAnD,spotify:track:7urDSX97YCwDNjzgrHHAnD,Pale Blue Eyes,sad,spotify:artist:1nJvji2KIlWSseXRSlNYsC,The Velvet Underground,alternative rock,68,1228451,0.636,0.107,5,-18.738,1,0.037,0.913,0.00123,0.103,0.31,82.641,4
spotify:track:5rUwnfuvEebahvFInZB8mC,spotify:track:5rUwnfuvEebahvFInZB8mC,As Tears Go By - (Original Single Mono Version),sad,spotify:artist:22bE4uQ6baNwSHPVcDxLCe,The Rolling Stones,album rock,81,9503201,0.331,0.282,7,-10.863,1,0.0292,0.71,0.00262,0.158,0.392,112.168,4
spotify:track:5GWCndQ8ykzf6rYRvwrFcj,spotify:track:5GWCndQ8ykzf6rYRvwrFcj,Anyone Who Knows What Love Is (Will Understand),sad,spotify:artist:01Z8Z9K54zewyP04ZfGLSv,Irma Thomas,brill building pop,52,60427,0.595,0.279,2,-12.794,1,0.0306,0.838,0.00605,0.0841,0.212,92.345,3
spotify:track:4dBI72rgkmG0gTzswyBTzz,spotify:track:4dBI72rgkmG0gTzswyBTzz,Sweet Thing - 1999 Remaster,sad,spotify:artist:44NX2ffIYHr6D4n7RaZF7A,Van Morrison,classic rock,74,1882129,0.518,0.385,4,-14.636,1,0.0339,0.23,0.000226,0.124,0.712,86.604,3
spotify:track:4PFiLGx8jAzcAJxwPLUeZ9,spotify:track:4PFiLGx8jAzcAJxwPLUeZ9,Cigarettes and Coffee,sad,spotify:artist:60df5JBRRPcnSpsIMxxwQm,Otis Redding,classic soul,74,1653904,0.483,0.275,0,-13.609,1,0.0418,0.232,0.0,0.125,0.31,138.063,3
spotify:track:16GdiwewBf99MhUSVsxUBe,spotify:track:16GdiwewBf99MhUSVsxUBe,Coffee Blues,sad,spotify:artist:1FdwVX3yL8ITuRnTZxetsA,Mississippi John Hurt,acoustic blues,45,93076,0.611,0.0785,9,-20.543,1,0.0503,0.964,0.00014,0.0903,0.763,104.233,4
spotify:track:6AeG6jSoAVbmUFO6LyYmBf,spotify:track:6AeG6jSoAVbmUFO6LyYmBf,People Get Ready,sad,spotify:artist:1b1N51wmSK0ckxFAMPSSHO,The Impressions,brill building pop,51,174461,0.414,0.249,1,-12.674,1,0.0369,0.894,8.37e-06,0.188,0.341,142.442,3
spotify:track:1emxi7e5EWFsJmwSKTuUDH,spotify:track:1emxi7e5EWFsJmwSKTuUDH,Honey Dove,sad,spotify:artist:2bToe6WyGvADJftreuXh2K,Lee Fields & The Expressions,afrobeat,55,115358,0.487,0.497,4,-5.776,0,0.064,0.124,0.167,0.109,0.195,160.317,4
spotify:track:0xh1nbm202VvLOlpp7JjPA,spotify:track:0xh1nbm202VvLOlpp7JjPA,How Can You Mend a Broken Heart,sad,spotify:artist:3dkbV4qihUeMsqN4vBGg93,Al Green,classic soul,68,1373771,0.457,0.298,4,-12.059,1,0.0481,0.517,2.39e-05,0.0677,0.363,146.883,3
spotify:track:4bN43jYf41eIjJZ3UXQpuA,spotify:track:4bN43jYf41eIjJZ3UXQpuA,Hold On - Remastered 2010,sad,spotify:artist:4x1nvY2FN8jxqAFA0DA02H,John Lennon,album rock,79,3832713,0.684,0.21,1,-18.204,0,0.0841,0.538,0.031,0.143,0.681,83.383,4
spotify:track:5RcvlmVx2xtFcp2Ta5pw7X,spotify:track:5RcvlmVx2xtFcp2Ta5pw7X,Someone To Watch Over Me,sad,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,Ella Fitzgerald,adult standards,78,1806875,0.354,0.0851,7,-13.738,1,0.0345,0.99,4.49e-06,0.123,0.197,97.684,1
spotify:track:0620OecAlwJQxWieRW4L9s,spotify:track:0620OecAlwJQxWieRW4L9s,Bless the Telephone,sad,spotify:artist:5CzlICF8GCY0pRC82MKrhX,Labi Siffre,classic uk pop,53,52819,0.567,0.175,2,-17.466,0,0.0483,0.978,2.14e-05,0.103,0.229,135.521,4
spotify:track:3lAun9V0YdTlCSIEXPvfsY,spotify:track:3lAun9V0YdTlCSIEXPvfsY,La Vie en rose,sad,spotify:artist:1WPcVNert9hn7mHsPKDn7j,Édith Piaf,chanson,64,751232,0.371,0.278,7,-8.596,0,0.0303,0.981,0.0,0.272,0.338,82.331,4
spotify:track:44AyOl4qVkzS48vBsbNXaC,spotify:track:44AyOl4qVkzS48vBsbNXaC,Can't Help Falling in Love,sad,spotify:artist:43ZHCT0cAZBISjO8DG9PnE,Elvis Presley,adult standards,83,4895346,0.396,0.293,2,-14.062,1,0.0275,0.941,0.000196,0.105,0.343,100.307,3
spotify:track:4H1POasJbrLNaQirsIH29e,spotify:track:4H1POasJbrLNaQirsIH29e,She's Got You - Single Version,sad,spotify:artist:7dNsHhGeGU5MV01r06O8gK,Patsy Cline,adult standards,61,538269,0.388,0.143,5,-17.545,1,0.0416,0.947,0.000865,0.1,0.578,182.665,3
spotify:track:6bqB7idfAnJVisSMQA1mZQ,spotify:track:6bqB7idfAnJVisSMQA1mZQ,I'd Like To Walk Around In Your Mind,sad,spotify:artist:4chuPfKtATDZvbRLExsTp2,Vashti Bunyan,anti-folk,53,82482,0.212,0.186,0,-16.813,1,0.05,0.92,0.00024,0.116,0.51,174.963,3
spotify:track:58TcuvuygWIb5L1ypQApR6,spotify:track:58TcuvuygWIb5L1ypQApR6,My One And Only Love,sad,spotify:artist:2hGh5VOeeqimQFxqXvfCUf,John Coltrane,bebop,66,1209789,0.452,0.0823,9,-17.844,0,0.037,0.983,0.00312,0.101,0.193,116.965,4
spotify:track:4GQaSM60Y9UvCNYOKHPIxd,spotify:track:4GQaSM60Y9UvCNYOKHPIxd,Dream A Little Dream Of Me,sad,spotify:artist:1bs7HoMkSyQwcobCpE9KpN,The Mamas & The Papas,brill building pop,68,1005906,0.451,0.24,7,-16.617,1,0.0553,0.817,3.87e-06,0.0569,0.341,132.822,1
spotify:track:5l9c6bJmzvftumhz4TMPgk,spotify:track:5l9c6bJmzvftumhz4TMPgk,Harvest Moon,sad,spotify:artist:6v8FB84lnmJs434UJf2Mrm,Neil Young,album rock,72,2046289,0.648,0.309,2,-12.432,1,0.0264,0.526,0.000249,0.124,0.407,112.929,4
spotify:track:0wTujrNsTYwZcZoSFvwLgq,spotify:track:0wTujrNsTYwZcZoSFvwLgq,If I Had You,sad,spotify:artist:3CEdEF8RsuL3hAFJaujvr0,Etta Jones,adult standards,43,114626,0.538,0.035,2,-19.699,0,0.0487,0.96,0.000393,0.103,0.11,77.959,3
spotify:track:65vdMBskhx3akkG9vQlSH1,spotify:track:65vdMBskhx3akkG9vQlSH1,And I Love Her - Remastered 2009,sad,spotify:artist:3WrFJ7ztbogyGnTHbHJFl2,The Beatles,beatlesque,87,18092151,0.767,0.331,1,-10.777,0,0.0337,0.64,0.0,0.0681,0.636,113.312,4
spotify:track:6VVcm95tmQs7ixHdy73TwY,spotify:track:6VVcm95tmQs7ixHdy73TwY,Baby Don’t Go,sad,spotify:artist:57bUPid8xztkieZfS7OlEV,The Supremes,adult standards,67,1160756,0.521,0.498,0,-7.781,0,0.024,0.235,0.0,0.0731,0.608,92.742,3
spotify:track:2TVxnKdb3tqe1nhQWwwZCO,spotify:track:2TVxnKdb3tqe1nhQWwwZCO,Tiny Dancer,sad,spotify:artist:3PhoLpVuITZKcymswpck5b,Elton John,glam rock,84,6274627,0.414,0.428,0,-11.097,1,0.0278,0.382,0.000243,0.148,0.282,145.075,4
spotify:track:0djZ2ndRfAL69WYNra5jRC,spotify:track:0djZ2ndRfAL69WYNra5jRC,April Come She Will,sad,spotify:artist:70cRZdQywnSFp9pnc2WTCE,Simon & Garfunkel,classic rock,74,3111557,0.489,0.186,9,-16.237,1,0.029,0.863,0.000152,0.2,0.349,102.245,4
spotify:track:6e6Kxot9nHyZ4I8GgmGKII,spotify:track:6e6Kxot9nHyZ4I8GgmGKII,Nothing Can Change This Love,sad,spotify:artist:6hnWRPzGGKiapVX1UCdEAC,Sam Cooke,adult standards,70,1105070,0.373,0.301,9,-11.843,1,0.0314,0.769,0.0,0.0816,0.436,65.488,3
spotify:track:4Y4Gd3ty8uut6Qw43c7yJc,spotify:track:4Y4Gd3ty8uut6Qw43c7yJc,(Sittin' On) the Dock of the Bay,sad,spotify:artist:60df5JBRRPcnSpsIMxxwQm,Otis Redding,classic soul,74,1653904,0.486,0.312,2,-13.522,1,0.0533,0.726,1.59e-06,0.0601,0.598,205.917,4
spotify:track:1bDjWyTOXs0sxQMC1mchSM,spotify:track:1bDjWyTOXs0sxQMC1mchSM,Then You Can Tell Me Goodbye,sad,spotify:artist:0g3EsNvUCwgpsdkAiIC50W,Bettye Swann,classic soul,46,28617,0.504,0.148,11,-18.457,1,0.0285,0.951,0.00578,0.105,0.45,91.118,4
spotify:track:0qXgoCTlUHIP8p7jgG9vit,spotify:track:0qXgoCTlUHIP8p7jgG9vit,"Yes, I'm Ready",sad,spotify:artist:5PmZd7YOaUgQwhOja44fmZ,Barbara Mason,classic soul,45,70301,0.221,0.313,5,-10.783,1,0.0295,0.89,0.0,0.0902,0.524,172.977,3
spotify:track:5GYcaVfaFBHe2gzA6Oybgj,spotify:track:5GYcaVfaFBHe2gzA6Oybgj,Me and Mrs. Jones,sad,spotify:artist:187xgSpsFH8mMbAcoCW0zE,Billy Paul,classic soul,56,158737,0.416,0.404,0,-14.133,0,0.0373,0.479,0.000105,0.056,0.413,100.423,1
spotify:track:6vPS75nWOKkuH5WTLD8hDc,spotify:track:6vPS75nWOKkuH5WTLD8hDc,Pain in My Heart,sad,spotify:artist:60df5JBRRPcnSpsIMxxwQm,Otis Redding,classic soul,74,1653904,0.453,0.276,10,-11.535,1,0.0393,0.733,0.000228,0.126,0.597,163.323,3
