,track_uri,track_name,mood,artist_uri,artist_name,genre,popularity,followers,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
spotify:track:5lmTAFunlGMTIEvN4ZIaYN,spotify:track:5lmTAFunlGMTIEvN4ZIaYN,Lost,sad,spotify:artist:0EmUT6i9rTu9ZHy1Tl1iuX,Natalie Prass,rva indie,47,45370,0.623,0.507,4,-6.914,1,0.0279,0.32,0.00381,0.094,0.214,118.859,4
spotify:track:3uxhyRdWVXp7GQvERQl6fA,spotify:track:3uxhyRdWVXp7GQvERQl6fA,Videotape,sad,spotify:artist:4Z8W4fKeB5YxbusRsdQVPb,Radiohead,alternative rock,79,5708453,0.581,0.384,9,-11.195,1,0.0336,0.697,0.813,0.0889,0.0466,77.412,4
spotify:track:0M8nGwKgqEAXGEa52z2ZO4,spotify:track:0M8nGwKgqEAXGEa52z2ZO4,Nobody Comes Round Here,sad,spotify:artist:2uvY5pgdD9t1CZ5zMNw1rl,Lucy Rose,ambient folk,58,252010,0.497,0.0762,9,-18.11,1,0.0402,0.955,0.000311,0.112,0.29,65.063,4
spotify:track:2vjwNjq98BY9Fp5kIoiAKl,spotify:track:2vjwNjq98BY9Fp5kIoiAKl,A Little Bit Of Everything,sad,spotify:artist:0CDUUM6KNRvgBFYIbWxJwV,Dawes,alternative country,57,202151,0.505,0.388,5,-9.551,1,0.0363,0.417,0.0,0.142,0.292,146.069,4
spotify:track:2m0t8SqIROCNqlYz9NJWb7,spotify:track:2m0t8SqIROCNqlYz9NJWb7,The Trapeze Swinger,sad,spotify:artist:4M5nCE77Qaxayuhp3fVn4V,Iron & Wine,acoustic pop,68,923972,0.607,0.399,2,-12.163,1,0.036,0.892,0.000317,0.1,0.688,75.476,4
spotify:track:3NFDsbi0QPErMddPE2A9QF,spotify:track:3NFDsbi0QPErMddPE2A9QF,Love Is a Terrible Thing,sad,spotify:artist:5ENM4Vw9brkpcN51HtC8ga,Marlon Williams,nz folk,51,70743,0.511,0.0911,9,-13.011,0,0.0344,0.978,0.00193,0.11,0.145,103.46,4
spotify:track:5sOJbldhulkooMWqZ40tgO,spotify:track:5sOJbldhulkooMWqZ40tgO,Good Year,sad,spotify:artist:3gIjrIxD8n3BSYH9OqkHLL,Sam Lynch,vancouver indie,30,1718,0.45,0.109,2,-12.647,1,0.037,0.758,1.32e-05,0.091,0.316,125.782,4
spotify:track:1kvqzClcahvD6aAht8VCjx,spotify:track:1kvqzClcahvD6aAht8VCjx,Colombia,sad,spotify:artist:75dQReiBOHN37fQgWQrIAJ,Local Natives,chillwave,66,534866,0.57,0.446,2,-9.392,1,0.0311,0.67,0.451,0.11,0.101,119.933,4
spotify:track:0yPm9Wg6qcTwLZIXweNGpA,spotify:track:0yPm9Wg6qcTwLZIXweNGpA,Quiver,sad,spotify:artist:4IK8Q9friPfYKvX4n83vYL,Lonas,na,34,756,0.454,0.314,4,-11.278,1,0.0292,0.887,0.00166,0.111,0.203,142.951,4
spotify:track:2ndWbjiiNBEOrlfToKlABE,spotify:track:2ndWbjiiNBEOrlfToKlABE,I Will Follow You into the Dark,sad,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,indie pop,67,1228260,0.581,0.163,5,-14.686,1,0.0447,0.923,0.0,0.118,0.475,77.748,4
spotify:track:2MTQDSB9XLD1ejc6tAMQfv,spotify:track:2MTQDSB9XLD1ejc6tAMQfv,Foreground,sad,spotify:artist:2Jv5eshHtLycR6R8KQCdc4,Grizzly Bear,alternative dance,60,707441,0.469,0.224,11,-13.732,0,0.0331,0.938,0.112,0.137,0.0848,78.411,4
spotify:track:1yWIsH3TC51gmzvQxZNCQC,spotify:track:1yWIsH3TC51gmzvQxZNCQC,Blue,sad,spotify:artist:5hW4L92KnC6dX9t7tYM4Ve,Joni Mitchell,canadian singer-songwriter,70,897672,0.463,0.102,6,-13.689,0,0.0436,0.989,0.00354,0.111,0.456,133.946,3
spotify:track:0u4rkpmNtgcFxYHepnVF4v,spotify:track:0u4rkpmNtgcFxYHepnVF4v,Carry You,sad,spotify:artist:0rZp7G3gIH6WkyeXbrZnGi,Novo Amor,ambient folk,70,381747,0.334,0.397,7,-7.993,1,0.0284,0.558,0.0774,0.126,0.035,93.445,4
spotify:track:2jNQBuhta3lE0GFOqb4Eo9,spotify:track:2jNQBuhta3lE0GFOqb4Eo9,Boxing Day Blues,sad,spotify:artist:4OOlG5eBXSkSAAEeKjJb5Y,Courtney Barnett,australian indie,58,442294,0.607,0.0604,2,-15.319,1,0.0361,0.94,0.000198,0.103,0.362,124.788,4
spotify:track:4mGsec7zvqP23XGIh91AJX,spotify:track:4mGsec7zvqP23XGIh91AJX,Dependable People and Things That I'm Sure Of,sad,spotify:artist:75Kh0eqgzo9f43Dan1JzSV,Slow Club,sheffield indie,42,54000,0.427,0.0625,9,-17.04,1,0.0395,0.797,0.0,0.327,0.17,143.297,4
spotify:track:76LTw6966xM8oaQQoHzAXz,spotify:track:76LTw6966xM8oaQQoHzAXz,Far from You,sad,spotify:artist:0EmUT6i9rTu9ZHy1Tl1iuX,Natalie Prass,rva indie,47,45370,0.431,0.237,4,-8.929,0,0.029,0.924,1.19e-06,0.159,0.386,141.43,4
spotify:track:1f4ICGQp7vixl3GiiN5gtR,spotify:track:1f4ICGQp7vixl3GiiN5gtR,Hyperballad - Brodsky Quartet Version,sad,spotify:artist:7w29UYBi0qsHi5RTcv3lmA,Björk,alternative dance,64,1255953,0.315,0.13,10,-12.276,1,0.0354,0.547,0.0,0.109,0.135,71.933,4
spotify:track:6tNrUI6H15kqWBff0HcEZr,spotify:track:6tNrUI6H15kqWBff0HcEZr,A Case Of You,sad,spotify:artist:53KwLdlmrlCelAZMaLVZqU,James Blake,indie soul,73,1112921,0.459,0.276,7,-11.192,1,0.08,0.933,0.000208,0.114,0.474,166.912,4
spotify:track:4cTD99OSLy19Uh2exKRQNa,spotify:track:4cTD99OSLy19Uh2exKRQNa,Blindsided,sad,spotify:artist:4LEiUm1SRbFMgfqnQTwUbQ,Bon Iver,eau claire indie,81,2835321,0.671,0.147,10,-18.626,1,0.0366,0.958,0.0779,0.144,0.0556,115.298,4
spotify:track:1pFkMEeCMtZuuId6AUhMK6,spotify:track:1pFkMEeCMtZuuId6AUhMK6,Laura,sad,spotify:artist:6l77PmL5iuEEcYjGl8K6s7,Bat For Lashes,alternative dance,52,313611,0.404,0.158,7,-10.265,1,0.0366,0.917,0.0,0.092,0.0656,96.666,4
spotify:track:5CxgoUsj1XQjlW5b2BvOnW,spotify:track:5CxgoUsj1XQjlW5b2BvOnW,i don't miss u,sad,spotify:artist:2HysMkOtaumKooHYAlE7wd,carobae,electropop,51,18053,0.407,0.292,3,-7.621,1,0.0773,0.855,0.0,0.117,0.0772,78.412,4
spotify:track:6V7CVkMHJGi3FaStcMbwtJ,spotify:track:6V7CVkMHJGi3FaStcMbwtJ,When,sad,spotify:artist:54KCNI7URCrG6yjQK3Ukow,Susanne Sundfør,art pop,55,178335,0.253,0.245,0,-11.461,1,0.0294,0.887,2.33e-06,0.0941,0.0475,95.128,3
spotify:track:52WVwH53Z4FgGiabokIK1p,spotify:track:52WVwH53Z4FgGiabokIK1p,Devastating - Demo,sad,spotify:artist:5UDSvbfSs63qDk39xVtEdy,Woodpigeon,canadian indie folk,17,3675,0.542,0.344,4,-11.317,1,0.0461,0.867,0.0458,0.163,0.139,138.071,4
spotify:track:29ENMAdmNy0byJdF21AhGa,spotify:track:29ENMAdmNy0byJdF21AhGa,Watermelon,sad,spotify:artist:34482S5nfxR441wcnVfrHi,Noah Gundersen,acoustic pop,54,118069,0.468,0.183,2,-16.374,1,0.0409,0.92,0.0219,0.172,0.236,88.159,4
spotify:track:0AwotqXQaVIlSma8ZegrWi,spotify:track:0AwotqXQaVIlSma8ZegrWi,Seeking,sad,spotify:artist:5m2lu7cT7DE9J21Guso5EO,Emilie Kahn,canadian indie folk,23,10711,0.675,0.127,7,-14.008,1,0.0316,0.953,0.00617,0.122,0.124,107.915,3
spotify:track:4mCF3EBgGPSqmEm205KBAV,spotify:track:4mCF3EBgGPSqmEm205KBAV,A Lack Of Color,sad,spotify:artist:0YrtvWJMgSdVrk3SfNjTbx,Death Cab for Cutie,indie pop,67,1228260,0.642,0.339,3,-11.884,1,0.0291,0.81,0.000751,0.108,0.355,135.812,4
spotify:track:371akJ9fYgSkrAFMyWoTdL,spotify:track:371akJ9fYgSkrAFMyWoTdL,No One's Gonna Love You (Stockholm Version),sad,spotify:artist:0OdUWJ0sBjDrqHygGUXeCF,Band of Horses,indie pop,62,843232,0.599,0.198,1,-8.557,1,0.0581,0.953,0.000127,0.0994,0.214,141.987,4
spotify:track:1GIPP103zfsythULEpsmdw,spotify:track:1GIPP103zfsythULEpsmdw,The Great Escape,sad,spotify:artist:7bPs6jf983f0bjRAt1yxDM,Patrick Watson,chamber pop,67,255242,0.459,0.0698,6,-16.827,1,0.035,0.991,0.103,0.109,0.232,105.202,4
spotify:track:3mzl34qGCYzV7bfF3X6OgP,spotify:track:3mzl34qGCYzV7bfF3X6OgP,Historians,sad,spotify:artist:07D1Bjaof0NFlU32KXiqUP,Lucy Dacus,art pop,61,135722,0.16,0.0521,2,-13.766,1,0.042,0.972,0.000262,0.103,0.0516,68.575,3
spotify:track:6KzvEtOVgVThbM7ZAa1XqJ,spotify:track:6KzvEtOVgVThbM7ZAa1XqJ,Someone New,sad,spotify:artist:2xe8IXgCTpwHE3eA9hTs4n,BANKS,alternative r&b,65,929765,0.581,0.225,6,-12.764,0,0.0333,0.923,0.000216,0.117,0.373,87.12,4
spotify:track:4jKq1e80xAYixkIwt6YyV1,spotify:track:4jKq1e80xAYixkIwt6YyV1,Brick,sad,spotify:artist:44gRHbEm4Uqa0ykW0rDTNk,Ben Folds Five,alternative rock,50,199811,0.542,0.454,2,-10.247,1,0.025,0.645,0.00279,0.15,0.267,96.881,4
spotify:track:0Vaek55VrLPANu77kvGyqn,spotify:track:0Vaek55VrLPANu77kvGyqn,Among the Leaves,sad,spotify:artist:4G0XDEk7RbA4BBCTs917U9,Sun Kil Moon,alternative rock,50,169976,0.622,0.256,3,-18.226,1,0.0433,0.707,0.00222,0.0774,0.576,99.849,4
spotify:track:6Pz8wFVVlosxTwlhb92vlY,spotify:track:6Pz8wFVVlosxTwlhb92vlY,Red Dust - Solo Version,sad,spotify:artist:7FDlvgcodNfC0IBdWevl4u,James Vincent McMorrow,indie anthem-folk,63,538531,0.483,0.0925,1,-9.931,1,0.0469,0.97,0.000377,0.0649,0.253,107.041,4
spotify:track:26PnyFUmYdeRG7nQrsTpHc,spotify:track:26PnyFUmYdeRG7nQrsTpHc,Comfortable - EP Version,sad,spotify:artist:0hEurMDQu99nJRq8pTxO14,John Mayer,neo mellow,81,4828008,0.328,0.129,5,-13.523,1,0.0286,0.806,3.61e-06,0.105,0.114,84.73,4
spotify:track:0QZ5yyl6B6utIWkxeBDxQN,spotify:track:0QZ5yyl6B6utIWkxeBDxQN,The Night We Met,sad,spotify:artist:6ltzsmQQbmdoHHbLZ4ZN25,Lord Huron,indie folk,73,769769,0.545,0.366,2,-9.51,1,0.0378,0.969,0.267,0.641,0.1,86.997,3
spotify:track:0WnR9teHmp1tkQF33DztIS,spotify:track:0WnR9teHmp1tkQF33DztIS,Waiting,sad,spotify:artist:3WiytRnvoL0kT3oAGl9TCt,Alice Boman,malmo indie,46,30131,0.317,0.328,8,-10.084,1,0.0303,0.975,0.123,0.116,0.088,85.264,4
spotify:track:4SD4ri0Msp6DxgoXKcf6ug,spotify:track:4SD4ri0Msp6DxgoXKcf6ug,Waltz #1,sad,spotify:artist:2ApaG60P4r0yhBoDCGD8YG,Elliott Smith,alternative rock,64,592539,0.454,0.31,1,-16.167,1,0.0309,0.858,0.0134,0.0848,0.116,118.814,3
spotify:track:6gQxdH3BID5ci42DXIeyFS,spotify:track:6gQxdH3BID5ci42DXIeyFS,The Park,sad,spotify:artist:6CWTBjOJK75cTE8Xv8u1kj,Feist,canadian indie,63,608959,0.502,0.239,2,-11.289,1,0.0588,0.743,2.89e-05,0.199,0.229,88.508,3
spotify:track:7AXUdQmZMA5u221iv6gB0m,spotify:track:7AXUdQmZMA5u221iv6gB0m,Basket Case,sad,spotify:artist:2Sqr0DXoaYABbjBo9HaMkM,Sara Bareilles,acoustic pop,72,1546018,0.427,0.273,2,-10.127,1,0.0306,0.794,1.49e-05,0.095,0.426,76.196,4
spotify:track:4ujjAXDReUtwoaif22p1q0,spotify:track:4ujjAXDReUtwoaif22p1q0,Over You - Pure Version,sad,spotify:artist:5vuIOnOp6NI06rjLgTpYiY,Frida Sundemo,indie singer-songwriter,51,12655,0.512,0.0764,0,-18.02,1,0.0315,0.977,0.0114,0.347,0.113,99.89,4
spotify:track:5HAyAi3xBclX1fiS2Hm7wf,spotify:track:5HAyAi3xBclX1fiS2Hm7wf,For You - Acoustic,sad,spotify:artist:1xkxEEm60IyknT2Eh469mX,Fyfe,vapor pop,44,39795,0.504,0.222,7,-14.472,1,0.0353,0.923,0.00356,0.171,0.599,122.946,5
spotify:track:2jha8n5p5kO1LSQcYGrAmm,spotify:track:2jha8n5p5kO1LSQcYGrAmm,Morning Hollow,sad,spotify:artist:64tVHZVSAZhDEiOJxnb6hE,Sparklehorse,alternative rock,49,106180,0.402,0.0586,2,-19.832,1,0.034,0.679,0.847,0.112,0.0508,123.416,4
spotify:track:7KFcK6EDxAl0HrFoFhTsuC,spotify:track:7KFcK6EDxAl0HrFoFhTsuC,It's A Motherfucker,sad,spotify:artist:3zunDAtRDg7kflREzWAhxl,Eels,alternative rock,62,337304,0.453,0.137,10,-16.491,1,0.0359,0.916,0.281,0.112,0.32,60.315,4
spotify:track:5BtbRb1XfakaECaQoa0AOo,spotify:track:5BtbRb1XfakaECaQoa0AOo,King's Crossing,sad,spotify:artist:2ApaG60P4r0yhBoDCGD8YG,Elliott Smith,alternative rock,64,592539,0.395,0.343,10,-10.027,0,0.0329,0.183,0.0622,0.451,0.0589,122.553,4
spotify:track:2o3MosfEnpH1gjVlig48GE,spotify:track:2o3MosfEnpH1gjVlig48GE,Keep Me in Your Heart,sad,spotify:artist:331QVEZKK1yz5KhYiR2pBj,The Wailin' Jennys,folk,50,95345,0.466,0.0879,0,-14.616,1,0.0427,0.897,3.45e-06,0.205,0.228,74.513,3
spotify:track:5DFUsGW4Cmltv8Spd0u1aV,spotify:track:5DFUsGW4Cmltv8Spd0u1aV,On The Nature Of Daylight,sad,spotify:artist:2VZNmg4vCnew4Pavo8zDdW,Max Richter,compositional ambient,75,586193,0.0891,0.341,10,-12.681,0,0.046,0.145,0.836,0.111,0.0334,85.231,3
spotify:track:2MSgFefjK0T7Iwjvr3OKqV,spotify:track:2MSgFefjK0T7Iwjvr3OKqV,"Chopin: Nocturne No. 20 in C-Sharp Minor, Op. Posth.",sad,spotify:artist:7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,classical,76,2213120,0.225,0.0047,1,-30.928,0,0.0509,0.992,0.881,0.0722,0.186,163.665,4
spotify:track:1CSaCKPIp2yCIDL3t7Fyau,spotify:track:1CSaCKPIp2yCIDL3t7Fyau,Barber: Adagio for Strings,sad,spotify:artist:4XDJurjQCnWLlE7KLZCT9x,Samuel Barber,american modern classical,53,81123,0.102,0.0733,10,-24.133,0,0.0488,0.974,0.859,0.28,0.0308,73.954,3
spotify:track:47xdo9qYjAbOIVVBAqom1b,spotify:track:47xdo9qYjAbOIVVBAqom1b,Adagio in G Minor (Arr. for Harp and Orchestra),sad,spotify:artist:17OArJzEhRR3OmhtGcnfBq,Tomaso Albinoni,baroque,54,109424,0.139,0.11,0,-16.155,0,0.0362,0.453,0.902,0.107,0.0377,174.865,3
spotify:track:06O078Zw6xX8iMh4lpWn01,spotify:track:06O078Zw6xX8iMh4lpWn01,"Dido and Aeneas, Z. 626 / Act 3: ""When I Am Laid In Earth"" Dido's Lamento (Arr. For Cello And Strings By Mathieu Herzog)",sad,spotify:artist:3tMLo1k3iUo82coMLWXzxq,Henry Purcell,baroque,54,107128,0.0752,0.0604,7,-23.96,0,0.0485,0.957,0.902,0.0889,0.034,76.509,3
spotify:track:20BUmbjIRXr7MnGjNaC2R2,spotify:track:20BUmbjIRXr7MnGjNaC2R2,Roses in a Box,sad,spotify:artist:0OnynZ2smlYDjDmdRQVkmk,Elena Kats-Chernin,australian classical,43,3076,0.19,0.02,11,-33.983,0,0.0489,0.994,0.897,0.118,0.114,214.261,4
spotify:track:5BRfucuiAf5IYRbwBYBYPZ,spotify:track:5BRfucuiAf5IYRbwBYBYPZ,Ab Ovo,sad,spotify:artist:2VKfXEWzhUi9siHBDTI02Y,Joep Beving,compositional ambient,61,141779,0.393,0.0429,9,-25.727,0,0.0341,0.992,0.925,0.0821,0.0394,135.405,4
spotify:track:7mclo5BQnQT69z6WmqyPkF,spotify:track:7mclo5BQnQT69z6WmqyPkF,Peer Gynt Suite No.1 op. 46 Death of Aase (Andante doloroso),sad,spotify:artist:77CaCn32H4mOMQA7UElzfF,Academy of St. Martin in the Fields,british orchestra,69,34422,0.16,0.0183,7,-25.163,1,0.0409,0.923,0.715,0.0894,0.0337,109.139,5
spotify:track:11vx4E3yHUOmVcnKYszD0J,spotify:track:11vx4E3yHUOmVcnKYszD0J,Due tramonti,sad,spotify:artist:2uFUBdaVGtyMqckSeCl0Qj,Ludovico Einaudi,bow pop,81,2055097,0.0995,0.0619,2,-22.285,1,0.046,0.969,0.856,0.111,0.0596,174.263,3
spotify:track:3SbWH8MplM5UGGc6FEbfiI,spotify:track:3SbWH8MplM5UGGc6FEbfiI,Musica Universalis,sad,spotify:artist:25ZtHjSjM5LJckzidujhoQ,Alex Baranowski,na,31,715,0.193,0.0544,9,-24.591,1,0.0446,0.893,0.0284,0.144,0.0601,74.389,4
spotify:track:6LmLH4PpmQLhXSefqIPNHA,spotify:track:6LmLH4PpmQLhXSefqIPNHA,"Glass: Truman Sleeps (""The Truman Show"")",sad,spotify:artist:0gOrXuu1vCBXe3pwTyb5Ca,Valentina Lisitsa,classical performance,56,41017,0.266,0.00361,8,-29.735,1,0.052,0.995,0.925,0.0723,0.0631,94.861,4
spotify:track:0ehvSWC15JKhz5us5aOBjL,spotify:track:0ehvSWC15JKhz5us5aOBjL,much loved,sad,spotify:artist:1joFZGTRER78nUsWtgHCHR,Rachel Portman,british soundtrack,57,46447,0.128,0.0194,4,-24.941,1,0.0388,0.99,0.946,0.069,0.09,75.818,1
spotify:track:5k89hpsgTdxmt2Y5m1lWGs,spotify:track:5k89hpsgTdxmt2Y5m1lWGs,"Cello Suite No. 5 in C Minor, BWV 1011: IV. Sarabande",sad,spotify:artist:5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,baroque,80,2943646,0.0873,0.0253,0,-29.803,0,0.0441,0.929,0.854,0.108,0.0511,84.78,1
spotify:track:2lZ4IicfSIP3e1vwUZ4MQj,spotify:track:2lZ4IicfSIP3e1vwUZ4MQj,"Piano Sonata No. 20 in A Major, D. 959: II. Andantino",sad,spotify:artist:2p0UyoPfYfI76PCStuXfOP,Franz Schubert,classical,66,765466,0.315,0.0054,11,-26.582,0,0.047,0.984,0.938,0.0842,0.109,68.602,3
spotify:track:4EMqDikC5c6OEAASUMnCyg,spotify:track:4EMqDikC5c6OEAASUMnCyg,Sleep - Arr. for Marimba Quartet,sad,spotify:artist:5TWpCLIhvGlbJmLK1zNpiL,Eric Whitacre,21st century classical,56,74892,0.227,0.0471,0,-27.031,0,0.0478,0.987,0.919,0.101,0.0374,141.559,5
spotify:track:4SsDrt7HV1ECcJ2A7EHfLL,spotify:track:4SsDrt7HV1ECcJ2A7EHfLL,Filma Solo,sad,spotify:artist:1vYrIm6O7VtBGszIWe75mB,Gabríel Ólafs,background piano,48,2667,0.213,0.0377,10,-33.06,1,0.0475,0.986,0.869,0.139,0.0973,165.763,4
spotify:track:4Uqpgm23gArRAtJZ8gSupH,spotify:track:4Uqpgm23gArRAtJZ8gSupH,The Mad Lover Suite: Ground. Aire V,sad,spotify:artist:1Vf6J5GaEyalbTE1Jjbeui,John Eccles,english baroque,23,104,0.305,0.0525,4,-20.479,0,0.0423,0.936,0.00108,0.214,0.22,169.612,5
spotify:track:64DVu1DHlfv9L5MIdjdaeY,spotify:track:64DVu1DHlfv9L5MIdjdaeY,Nana,sad,spotify:artist:5BcbyYRgvvhfVGmCJSjHlT,Manuel de Falla,classical,44,33993,0.188,0.0306,9,-23.443,0,0.0437,0.975,0.188,0.0833,0.114,96.292,4
spotify:track:4wudbbceOZKjRlhTtbHvAs,spotify:track:4wudbbceOZKjRlhTtbHvAs,Spiegel im Spiegel - Version for Violin and Piano,sad,spotify:artist:2P6ygesd9xg5DPOBnda2jg,Arvo Pärt,baltic classical,56,176963,0.176,0.006,5,-42.238,1,0.0384,0.899,3.24e-05,0.105,0.0383,71.477,3
spotify:track:1Bduf1neXrZICpr5uGWbJn,spotify:track:1Bduf1neXrZICpr5uGWbJn,Femme fatale: II. Hedda Gabler,sad,spotify:artist:5l9bRWnZfpKEaV1Za2I0RQ,Belinda Gehlert,na,24,106,0.376,0.119,4,-15.855,0,0.0555,0.92,0.737,0.11,0.0696,108.447,4
spotify:track:0cqcRqZgkNHanWQ8slYA0v,spotify:track:0cqcRqZgkNHanWQ8slYA0v,Mahler: Symphony No. 5 in C-Sharp Minor: IV. Adagietto,sad,spotify:artist:2ANtgfhQkKpsW6EYSDqldz,Gustav Mahler,classical,56,190580,0.0783,0.0523,5,-23.247,1,0.0471,0.896,0.945,0.0806,0.0327,82.015,4
spotify:track:4rrrn8OLrttq7r9RgNXalU,spotify:track:4rrrn8OLrttq7r9RgNXalU,"Piano Concerto No. 2 in C Minor, Op. 18: 2. Adagio sostenuto",sad,spotify:artist:0Kekt6CKSo0m5mivKcoH51,Sergei Rachmaninoff,classical,64,423412,0.194,0.0545,4,-24.877,1,0.0366,0.983,0.945,0.0551,0.0385,140.966,4
spotify:track:2b6aGSUDJFGY0wfUa4ooaL,spotify:track:2b6aGSUDJFGY0wfUa4ooaL,Elegies BV 249: VII. Berceuse,sad,spotify:artist:7xH3VOMwOjnqGu7NERNUx1,Ferruccio Busoni,early modern classical,47,4718,0.185,0.00138,0,-41.315,1,0.0397,0.994,0.965,0.092,0.0307,66.582,4
spotify:track:2R7BzSG2pPB99uJbU3lLmK,spotify:track:2R7BzSG2pPB99uJbU3lLmK,Prelude 6 - Pt. 1,sad,spotify:artist:2VZNmg4vCnew4Pavo8zDdW,Max Richter,compositional ambient,75,586193,0.134,0.0407,10,-31.537,0,0.0426,0.992,0.794,0.117,0.043,217.95,4
spotify:track:4eUrGbTmY6XMhxrwwKt6I7,spotify:track:4eUrGbTmY6XMhxrwwKt6I7,"St. Matthew Passion, BWV 244 / Part Two: No.39 Aria: ""Erbarme dich"" (Arr. For Oboe d’amore, Violin, Strings And Continuo)",sad,spotify:artist:5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,baroque,80,2943646,0.144,0.119,4,-19.322,0,0.0447,0.907,0.296,0.135,0.0618,86.658,3
spotify:track:3gmhJL9nKwiJp12nxY1D9z,spotify:track:3gmhJL9nKwiJp12nxY1D9z,String Quartet No. 1 in D Minor: III. Adagio,sad,spotify:artist:5c2fprcH1JdoFaXY6zT7kI,Nancy Dalberg,danish classical,20,61,0.161,0.0278,7,-25.559,0,0.0447,0.927,0.0218,0.0785,0.0376,104.324,4
spotify:track:4cASFzXiBLacuQAkWjV70j,spotify:track:4cASFzXiBLacuQAkWjV70j,"Famous Blue Raincoat (Arr. Metcalfe, Foster)",sad,spotify:artist:7jQSqBxct7Aa8b3GsZFkO4,Miloš Karadaglić,classical guitar,46,17457,0.183,0.0795,9,-20.244,0,0.0362,0.974,0.933,0.114,0.0781,76.138,4
spotify:track:4aWpPyXgZsRr2winLc0mjp,spotify:track:4aWpPyXgZsRr2winLc0mjp,Cathedral,sad,spotify:artist:49GY4uPAwdlk5lSGtfKWYl,MJ Cole,bass house,54,34314,0.301,0.186,4,-13.635,0,0.0354,0.699,0.883,0.0979,0.0383,141.004,4
spotify:track:0APiN9bbtjfKVaPqf5yggs,spotify:track:0APiN9bbtjfKVaPqf5yggs,Stars,sad,spotify:artist:1luoTtYQjMoJPSzl9YCO1B,Ēriks Ešenvalds,baltic classical,39,6024,0.13,0.0607,2,-23.65,1,0.0509,0.983,0.963,0.141,0.0377,63.851,4
spotify:track:4N7alhfatsJxlAeMPftnjC,spotify:track:4N7alhfatsJxlAeMPftnjC,"Cantata ""Ich steh mit einem Fuß im Grabe"" BWV 156: Sinfonia (Arr. For Violin, Strings And Continuo)",sad,spotify:artist:5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,baroque,80,2943646,0.232,0.0831,5,-18.403,1,0.0453,0.922,0.00719,0.102,0.168,62.853,4
spotify:track:1HSs6jTwg7uiITMwfEmTFZ,spotify:track:1HSs6jTwg7uiITMwfEmTFZ,"33 Piano Variations in C, Op.120 on a Waltz by Anton Diabelli: Variation XXIV: Fughetta (Andante)",sad,spotify:artist:2wOqMjp9TyABvtHdOSOTUS,Ludwig van Beethoven,classical,75,3576567,0.41,0.00651,0,-38.838,1,0.0588,0.996,0.943,0.0646,0.386,132.641,4
spotify:track:5qzHbRSMvjufGp8oyMBWmi,spotify:track:5qzHbRSMvjufGp8oyMBWmi,"Castor et Pollux, RCT 32, Acte I, Scène III: Prélude - Air accompagné ""Tristes apprêts""",sad,spotify:artist:4JSWO1Pf2zV991fq64uAce,Jean-Philippe Rameau,baroque,53,51061,0.0933,0.0142,2,-28.985,1,0.0459,0.976,0.753,0.114,0.0389,86.471,4
spotify:track:5Ctje9srugvwbYZGgZxarl,spotify:track:5Ctje9srugvwbYZGgZxarl,The Lamb (For String Orchestra),sad,spotify:artist:45ff9QmiC1LkmDPk5TBN21,John Tavener,anglican liturgy,49,12295,0.0689,0.0475,4,-27.376,0,0.0508,0.937,0.819,0.163,0.0338,74.864,3
spotify:track:4X8Os9bUh5jW72Sxelmq9L,spotify:track:4X8Os9bUh5jW72Sxelmq9L,Les Pleurs (version à 2 violes) (Mr. de Sainte Colombe),sad,spotify:artist:6APpGgnZqpXhUGNHvpoiC4,Monsieur de Sainte-Colombe,baroque,34,2260,0.0709,0.0355,1,-23.091,0,0.0438,0.893,0.951,0.11,0.0387,76.591,4
spotify:track:6xpxh32vZI09GIVUc9j801,spotify:track:6xpxh32vZI09GIVUc9j801,"Mazurka in A Minor, Op. 17 No. 4",sad,spotify:artist:7y97mc3bZRFXzT2szRM4L4,Frédéric Chopin,classical,76,2213120,0.157,0.00296,9,-42.117,0,0.0405,0.991,0.852,0.0866,0.0393,172.639,4
spotify:track:1IIFSM9kFKDuiptCI4qxic,spotify:track:1IIFSM9kFKDuiptCI4qxic,Daylight Declines,sad,spotify:artist:3fScoYpMvaR0ImYgiI2hOg,Paweł Łukaszewski,polish contemporary classical,24,504,0.121,0.0406,10,-27.064,1,0.0404,0.988,0.0807,0.0789,0.0306,68.716,3
spotify:track:0f5UNUbq6UbJSlVuNoRxS2,spotify:track:0f5UNUbq6UbJSlVuNoRxS2,"Vater unser im Himmelreich, BWV 737",sad,spotify:artist:5aIqB5nVVvmFsvSdExz408,Johann Sebastian Bach,baroque,80,2943646,0.167,0.0047,1,-28.357,0,0.047,0.974,0.931,0.111,0.0694,113.985,3
spotify:track:6VLzm03YUeXVl3GdGyib6J,spotify:track:6VLzm03YUeXVl3GdGyib6J,"3 Romances, Op. 11: 1. Andante",sad,spotify:artist:2yzaWNFV3cxmcRZtwtr5WC,Clara Schumann,early romantic era,43,13399,0.313,0.0324,3,-29.155,0,0.0451,0.992,0.919,0.1,0.0522,127.356,5
