"0","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"","track_uri","track_name","mood","artist_uri","artist_name","genre","popularity","followers","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature"
"spotify:track:3LZvJB0bvdLI3JBLMxyjI8","spotify:track:3LZvJB0bvdLI3JBLMxyjI8","Sick Statistic","angry","spotify:artist:6z6uImpvyrxii5OyX1ic8Q","Year of the Knife","metallic hardcore","35","19146","0.236","0.996","4","-2.789","1","0.208","0.000567","2.09e-05","0.291","0.113","157.478","4"
"spotify:track:1mTakYiUFuJjdL1lR5kRCA","spotify:track:1mTakYiUFuJjdL1lR5kRCA","Radial Lacerations","angry","spotify:artist:2xrB9HuIJ8XYHFpgNPg1wy","Sanction","metallic hardcore","30","12919","0.233","0.923","1","-3.917","1","0.102","6.06e-05","0.0381","0.249","0.0592","171.123","4"
"spotify:track:5mpUKTdskZea0gStWzeHUZ","spotify:track:5mpUKTdskZea0gStWzeHUZ","Unsainted","angry","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","alternative metal","79","6577046","0.427","0.946","7","-2.188","1","0.0469","0.000118","0.0253","0.0604","0.237","101.305","4"
"spotify:track:2Vc6NJ9PW9gD9q343XFRKx","spotify:track:2Vc6NJ9PW9gD9q343XFRKx","Mercury: Retrograde","angry","spotify:artist:3uL4UpqShC4p2x1dJutoRW","Ghostemane","dark trap","76","1588260","0.831","0.814","2","-7.364","1","0.42","0.0598","0.0134","0.0556","0.389","156.985","4"
"spotify:track:3X7OMdtZsPX98f4Lpyx4J5","spotify:track:3X7OMdtZsPX98f4Lpyx4J5","Darkness Is My Light","angry","spotify:artist:3LURa20zIKdXG4MHqz70zp","Empire Fall","na","30","153","0.596","0.952","4","-2.071","0","0.0786","0.32","1.27e-06","0.0884","0.481","128.971","4"
"spotify:track:0tZ3mElWcr74OOhKEiNz1x","spotify:track:0tZ3mElWcr74OOhKEiNz1x","Bulls On Parade","angry","spotify:artist:2d0hyoQ5ynDBnkvAbJKORj","Rage Against The Machine","alternative metal","74","3930028","0.412","0.919","5","-7.291","1","0.184","0.0124","0.0601","0.424","0.572","166.367","4"
"spotify:track:7floNISpH8VF4z4459Qo18","spotify:track:7floNISpH8VF4z4459Qo18","Look At Me!","angry","spotify:artist:15UsOTVnJzReFVN1VCnxy4","XXXTENTACION","emo rap","91","23702653","0.763","0.726","1","-6.405","1","0.282","0.259","0.0","0.0976","0.349","139.059","4"
"spotify:track:3QfY2mDINQSCDybUawHCOy","spotify:track:3QfY2mDINQSCDybUawHCOy","Everybody Sucks","angry","spotify:artist:3LURa20zIKdXG4MHqz70zp","Empire Fall","na","30","153","0.593","0.902","2","-2.674","1","0.0596","0.278","0.0","0.106","0.769","133.999","4"
"spotify:track:0wDBXRd8clqLTNqyO1HM1w","spotify:track:0wDBXRd8clqLTNqyO1HM1w","Deathmatch","angry","spotify:artist:5owshUGXR3vxuTQqfo28Q8","Sinizter","dark trap","40","5517","0.472","0.887","5","-3.466","1","0.534","0.0016","0.0","0.523","0.73","169.801","4"
"spotify:track:2KYc5g1JEBm6houcdHwzUJ","spotify:track:2KYc5g1JEBm6houcdHwzUJ","Fuck Love, You Don't Even Know the Meaning","angry","spotify:artist:50ovA8etevGlKwJtfztxQ3","SVSPECTS","na","14","142","0.627","0.726","1","-9.967","1","0.293","0.0283","0.0","0.209","0.257","104.367","4"
"spotify:track:45fcdoHq4FnV8f9AkYXoqh","spotify:track:45fcdoHq4FnV8f9AkYXoqh","Russian AK","angry","spotify:artist:5owshUGXR3vxuTQqfo28Q8","Sinizter","dark trap","40","5517","0.812","0.881","1","-1.529","1","0.0865","0.131","0.0","0.138","0.285","81.032","4"
"spotify:track:4GssB27iJeqmfGxS94Tfij","spotify:track:4GssB27iJeqmfGxS94Tfij","Popular Monster","angry","spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz","Falling In Reverse","metalcore","73","1553249","0.461","0.897","3","-3.982","0","0.092","0.00821","0.0","0.0965","0.358","165.107","4"
"spotify:track:7fQox8Ere1HDm0jhSnsFHu","spotify:track:7fQox8Ere1HDm0jhSnsFHu","Obey (with YUNGBLUD)","angry","spotify:artist:1Ffb6ejR6Fe5IamqA5oRUF","Bring Me The Horizon","melodic metalcore","81","3358774","0.462","0.99","1","-3.175","0","0.211","0.000103","0.0","0.374","0.204","137.061","4"
"spotify:track:3n8HMzIP35s6n4xljv6BRU","spotify:track:3n8HMzIP35s6n4xljv6BRU","Sin Vida","angry","spotify:artist:4sbA2oDmhmvvoFaTLKdQfr","Roy Oro","na","21","116","0.503","0.926","1","-5.368","1","0.411","0.0433","0.0","0.104","0.282","160.148","4"
"spotify:track:13C30yeJ2CDx0JRXKEygiS","spotify:track:13C30yeJ2CDx0JRXKEygiS","Off Course of Course","angry","spotify:artist:3lysSitSNeXa4JJ3YoHq7L","Hall of the Elders","atlanta metal","2","598","0.319","0.984","0","-4.891","1","0.231","0.00324","0.00152","0.547","0.108","132.405","4"
"spotify:track:2g6uwKdzrj6anXMvc95vSg","spotify:track:2g6uwKdzrj6anXMvc95vSg","White Knuckles","angry","spotify:artist:5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","alternative metal","78","4495014","0.477","0.982","11","-3.884","1","0.213","1.94e-05","2.13e-06","0.248","0.0889","145.047","4"
"spotify:track:0O9KR3rgGJEv0nDoBvvPOu","spotify:track:0O9KR3rgGJEv0nDoBvvPOu","Lovers Suicide","angry","spotify:artist:63i0SbQ7DHwZPqQK7omeol","Loko Wit Tha Mask","na","34","967","0.471","0.685","9","-7.232","1","0.0697","0.213","0.0","0.245","0.0571","134.867","4"
"spotify:track:1nIw3ohgilArczHubneGxD","spotify:track:1nIw3ohgilArczHubneGxD","Black Lungs","angry","spotify:artist:3ZztVuWxHzNpl0THurTFCv","Architects","mathcore","67","511408","0.462","0.932","1","-3.933","1","0.0952","0.000139","7.02e-05","0.226","0.46","90.496","4"
"spotify:track:2EutgFqvfTjzgfNamxFVN4","spotify:track:2EutgFqvfTjzgfNamxFVN4","Thebuildingisonfire","angry","spotify:artist:3lysSitSNeXa4JJ3YoHq7L","Hall of the Elders","atlanta metal","2","598","0.291","0.955","2","-5.212","0","0.372","0.00275","0.0196","0.39","0.205","144.689","1"
"spotify:track:2zLHzu2CzFwIlPwEbiNdSK","spotify:track:2zLHzu2CzFwIlPwEbiNdSK","Gone by Morning","angry","spotify:artist:63i0SbQ7DHwZPqQK7omeol","Loko Wit Tha Mask","na","34","967","0.408","0.633","11","-9.256","1","0.181","0.347","0.0","0.285","0.46","127.605","1"
"spotify:track:3X4lSC77QHYIbXDdPKpheV","spotify:track:3X4lSC77QHYIbXDdPKpheV","We're all gonna die!","angry","spotify:artist:1MyP7J78v4nC22bssM7DWM","sokusen","na","14","71","0.491","0.905","1","-4.099","1","0.168","0.0566","4.92e-05","0.313","0.188","159.872","4"
"spotify:track:0Ti2dlF2xLjXblvdU5fCxM","spotify:track:0Ti2dlF2xLjXblvdU5fCxM","Miss Murder","angry","spotify:artist:19I4tYiChJoxEO5EuviXpz","AFI","emo","63","655418","0.308","0.873","8","-4.542","1","0.0533","0.00022","0.000729","0.0974","0.686","143.519","4"
"spotify:track:7KIrA3qfy0P4MMuSUzhpRL","spotify:track:7KIrA3qfy0P4MMuSUzhpRL","Jamaican Choppa","angry","spotify:artist:63i0SbQ7DHwZPqQK7omeol","Loko Wit Tha Mask","na","34","967","0.731","0.463","11","-12.73","1","0.455","0.0128","0.0","0.111","0.267","118.077","4"
"spotify:track:2UREu1Y8CO4jXkbvqAtP7g","spotify:track:2UREu1Y8CO4jXkbvqAtP7g","Monster","angry","spotify:artist:49bzE5vRBRIota4qeHtQM8","Skillet","alternative metal","76","3462139","0.64","0.957","8","-2.336","1","0.0741","0.0431","0.0","0.0789","0.692","134.992","4"
"spotify:track:5S1zGdWFFAVcjc9yOYrr5J","spotify:track:5S1zGdWFFAVcjc9yOYrr5J","SPMO!","angry","spotify:artist:03LEDukdM723NRLz4UXeNv","nascar aloe","dark trap","58","87244","0.678","0.652","11","-7.92","1","0.449","0.122","0.0","0.0632","0.843","139.978","4"
"spotify:track:0SnvI0twJ1Mnh0rJlBRrf0","spotify:track:0SnvI0twJ1Mnh0rJlBRrf0","Voices","angry","spotify:artist:6MwPCCR936cYfM1dLsGVnl","Motionless In White","alternative metal","68","771418","0.499","0.937","6","-2.492","1","0.0605","4.54e-05","6.11e-06","0.477","0.569","90.029","4"
"spotify:track:7wPHEEGn0rWMZEDrDcOaDa","spotify:track:7wPHEEGn0rWMZEDrDcOaDa","Carrollton","angry","spotify:artist:1VPmR4DJC1PlOtd0IADAO0","$uicideBoy$","dark trap","84","2812473","0.844","0.52","5","-10.626","0","0.533","0.00221","0.00122","0.7","0.289","149.995","4"
"spotify:track:2NRa4W3rH4e5GKQMN5Qwyr","spotify:track:2NRa4W3rH4e5GKQMN5Qwyr","Hated","angry","spotify:artist:6vwjIs0tbIiseJMR3pqwiL","Beartooth","modern rock","63","479720","0.458","0.99","8","-3.717","1","0.183","0.000285","0.000893","0.454","0.46","166.904","4"
"spotify:track:1eKHVYYlxeXpgtzFPsW3DZ","spotify:track:1eKHVYYlxeXpgtzFPsW3DZ","Ambush","angry","spotify:artist:5pA7EfsM1Eer3bqAySwaKq","Downwxlf","na","16","199","0.817","0.585","5","-8.095","1","0.264","0.0246","0.000115","0.102","0.431","130.068","4"
"spotify:track:5guQjkjzpIMpX81VAZTHNy","spotify:track:5guQjkjzpIMpX81VAZTHNy","Hydrochloride","angry","spotify:artist:3uL4UpqShC4p2x1dJutoRW","Ghostemane","dark trap","76","1588260","0.582","0.692","7","-5.542","0","0.0564","0.000144","0.873","0.334","0.282","95.015","4"
"spotify:track:2cNjv9E0iaKC7rePsalV08","spotify:track:2cNjv9E0iaKC7rePsalV08","B4B","angry","spotify:artist:1CQ2flATyWAF0WSU5zgNpT","EL GUAPO","na","26","128","0.938","0.432","1","-8.1","1","0.23","0.000122","0.0","0.103","0.463","125.978","4"
"spotify:track:6wqJeItl3Vc3az4ZicSQAB","spotify:track:6wqJeItl3Vc3az4ZicSQAB","Before I Forget","angry","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","alternative metal","79","6577046","0.291","0.974","6","-2.997","0","0.171","0.0177","5.44e-06","0.886","0.348","134.724","4"
"spotify:track:7EHAXZenBzmGCpccWCyg8z","spotify:track:7EHAXZenBzmGCpccWCyg8z","SUMO | ZUMO","angry","spotify:artist:6fxyWrfmjcbj5d12gXeiNV","Denzel Curry","dark trap","75","1462370","0.822","0.861","11","-8.846","1","0.0832","0.25","7e-05","0.164","0.548","123.964","4"
"spotify:track:4Lxn1JlGJwmmXpODrNvPA6","spotify:track:4Lxn1JlGJwmmXpODrNvPA6","I Will Be Heard","angry","spotify:artist:17Mb968quDHpjCkIyq30QV","Hatebreed","alternative metal","60","401477","0.585","0.907","1","-4.787","1","0.102","7.21e-05","0.0","0.0682","0.573","92.634","4"
"spotify:track:4xDwCYhobDehSBGUmd5H6Y","spotify:track:4xDwCYhobDehSBGUmd5H6Y","FEEL NOTHING","angry","spotify:artist:1cJ5tVoeAEFcZBAwSZ0CtF","The Plot In You","melodic metalcore","54","143495","0.448","0.825","4","-5.307","0","0.0621","0.00353","0.0","0.108","0.226","144.17","4"
"spotify:track:1Q2fYlSdwuutWj3QplhY9q","spotify:track:1Q2fYlSdwuutWj3QplhY9q","Riot","angry","spotify:artist:2xiIXseIJcq3nG7C8fHeBj","Three Days Grace","alternative metal","76","4141169","0.185","0.948","8","-3.892","1","0.147","0.0104","0.0","0.105","0.316","196.578","3"
"spotify:track:78EDmwVdZzp6vTl3hVWzpW","spotify:track:78EDmwVdZzp6vTl3hVWzpW","6 Feet","angry","spotify:artist:6rYogEVj60BCIsLukpAnwr","Scarlxrd","dark trap","64","939545","0.646","0.963","8","-0.092","1","0.288","0.00498","0.0","0.309","0.539","149.987","4"
"spotify:track:0XT70Wk9pP8JZkmJhfntuL","spotify:track:0XT70Wk9pP8JZkmJhfntuL","Two Weeks","angry","spotify:artist:2zgG1GPDvjaBgxeQaVXI14","All That Remains","alternative metal","62","919754","0.558","0.943","1","-4.81","0","0.0535","0.00191","4.38e-05","0.248","0.56","111.994","4"
"spotify:track:30YSuWtStjDz61kESlJalL","spotify:track:30YSuWtStjDz61kESlJalL","Penelope","angry","spotify:artist:2iLx2UVrTEV4Vq3T9tY675","Wavehi","sad rap","39","3954","0.87","0.74","3","-3.174","1","0.181","0.233","0.0","0.089","0.83","147.035","4"
"spotify:track:6qwEeAl6Cl32odNr2GIMjm","spotify:track:6qwEeAl6Cl32odNr2GIMjm","EXORCIST","angry","spotify:artist:2VDZoCBGjxbHJbnzSX5nP6","Kxllswxtch","dark trap","43","5628","0.779","0.911","1","-6.341","0","0.458","0.011","0.0","0.047","0.269","160.004","4"
"spotify:track:51rdCmgHBzg9HJ7eHjVRK9","spotify:track:51rdCmgHBzg9HJ7eHjVRK9","ONE OF US","angry","spotify:artist:1B0155rdv175D1tQ8VH7Oy","FEVER 333","la indie","58","173564","0.645","0.85","7","-4.184","1","0.193","0.00119","0.0","0.241","0.45","90.999","4"
"spotify:track:1wsxJffKASVKpmmNGXIF6L","spotify:track:1wsxJffKASVKpmmNGXIF6L","The Bad Touch","angry","spotify:artist:4KmUqzBGTHWlO46RpvMBUq","Fear Of Domination","finnish death metal","39","12368","0.517","0.958","3","-3.958","1","0.0432","3.35e-05","0.0977","0.0836","0.458","135.001","4"
"spotify:track:21WIpZXepY9HA7NDwYiNaM","spotify:track:21WIpZXepY9HA7NDwYiNaM","Clouds Over California","angry","spotify:artist:79el7mcHYhXYW3Zek21i0L","DevilDriver","alternative metal","54","354535","0.459","0.966","2","-3.985","1","0.0758","9.11e-05","0.017","0.217","0.376","175.069","4"
"spotify:track:22FHPyc3f1rCJ8K0Ubws0Y","spotify:track:22FHPyc3f1rCJ8K0Ubws0Y","FREDDY KRUEGER FREESTYLE","angry","spotify:artist:03LEDukdM723NRLz4UXeNv","nascar aloe","dark trap","58","87244","0.688","0.836","7","-4.833","1","0.0956","0.531","0.0","0.0867","0.53","127.963","4"
"spotify:track:5yRNjZZQvpzQhtexicaZjb","spotify:track:5yRNjZZQvpzQhtexicaZjb","Instability","angry","spotify:artist:3D1uNqaasEWzallSxKo1cH","Dragged Under","na","49","20123","0.404","0.986","1","-2.839","1","0.107","1.29e-05","9.24e-06","0.136","0.294","180.021","4"
"spotify:track:2vjmyyAnDUzilFYxOlTdO1","spotify:track:2vjmyyAnDUzilFYxOlTdO1","GUMMO","angry","spotify:artist:7gZfnEnfiaHzxARJ2LeXrf","6ix9ine","emo rap","80","6103394","0.66","0.775","2","-4.926","1","0.172","0.0553","0.0","0.129","0.635","157.036","4"
"spotify:track:0ypzBXXAN8v0GO0XBsONhj","spotify:track:0ypzBXXAN8v0GO0XBsONhj","Redesign Rebuild Reclaim","angry","spotify:artist:4g6EnIPhmYBTZ7vsmxDkxH","Downstait","hard alternative","42","14701","0.549","0.885","5","-9.0","1","0.0513","0.000119","0.00107","0.239","0.472","94.998","4"
"spotify:track:0ZQP53JjEi16mmMtFv4afu","spotify:track:0ZQP53JjEi16mmMtFv4afu","Coming Down","angry","spotify:artist:5t28BP42x2axFnqOOMg3CM","Five Finger Death Punch","alternative metal","78","4495014","0.31","0.991","1","-2.927","0","0.488","0.000619","0.0","0.11","0.187","76.372","4"
"spotify:track:6nMNpGl4VvMhtYigbbOmBu","spotify:track:6nMNpGl4VvMhtYigbbOmBu","Leave It All Behind","angry","spotify:artist:3N8Hy6xQnQv1F1XCiyGQqA","Sleeping With Sirens","modern rock","67","1770830","0.555","0.925","2","-4.008","0","0.121","0.00402","0.000345","0.122","0.308","97.495","4"
"spotify:track:0GoyU0X4nwqUigVwBPSDen","spotify:track:0GoyU0X4nwqUigVwBPSDen","Chainsaw Gutsfuck","angry","spotify:artist:0dR10i73opHXuRuLbgxltM","Mayhem","black metal","49","238265","0.249","0.828","3","-10.821","0","0.0685","3.04e-06","0.951","0.112","0.279","120.23","5"
"spotify:track:2yY4ojg6wfEFBGVZoJuXqK","spotify:track:2yY4ojg6wfEFBGVZoJuXqK","Bombshell","angry","spotify:artist:5imUS9dQyCbAjUEJJ9QyWC","Powerman 5000","alternative metal","56","414472","0.533","0.977","8","-1.547","0","0.113","0.00162","0.0","0.241","0.541","147.814","4"
"spotify:track:7lRlq939cDG4SzWOF4VAnd","spotify:track:7lRlq939cDG4SzWOF4VAnd","I'm Not Okay (I Promise)","angry","spotify:artist:7FBcuc1gsnv6Y1nwFtNRCb","My Chemical Romance","emo","79","5479961","0.21","0.94","9","-3.427","1","0.123","0.00602","0.0","0.269","0.255","179.722","4"
"spotify:track:2ZiJidFdQ30nVJEP4u44l3","spotify:track:2ZiJidFdQ30nVJEP4u44l3","Blank Space","angry","spotify:artist:3Uobr6LgQpBbk6k4QGAb3V","I Prevail","modern rock","72","750740","0.437","0.863","11","-5.28","0","0.0941","0.00302","0.0","0.144","0.233","194.073","4"
"spotify:track:0YZEYxd1oiqZRFhnnmTKKi","spotify:track:0YZEYxd1oiqZRFhnnmTKKi","Another Life","angry","spotify:artist:6MwPCCR936cYfM1dLsGVnl","Motionless In White","alternative metal","68","771418","0.39","0.939","4","-3.828","0","0.0787","5.08e-05","0.0","0.0968","0.495","161.997","4"
"spotify:track:6fd3mZrsVbe7N6whWrlZYv","spotify:track:6fd3mZrsVbe7N6whWrlZYv","Hungry","angry","spotify:artist:70eNABm9r2VXOGYW4r209H","Rob Bailey & The Hustle Standard","military rap","60","140363","0.512","0.79","9","-6.166","1","0.0585","0.00929","0.0","0.362","0.398","146.162","4"
"spotify:track:44NRdYQw7P0GWuiunRv3hr","spotify:track:44NRdYQw7P0GWuiunRv3hr","I Stand Alone","angry","spotify:artist:6gZq1Q6bdOxsUPUG1TaFbF","Godsmack","alternative metal","70","2043648","0.217","0.92","8","-4.479","1","0.0628","2.86e-05","0.0","0.102","0.376","167.169","4"
"spotify:track:0faXHILILebCGnJBPU6KJJ","spotify:track:0faXHILILebCGnJBPU6KJJ","The Diary of Jane - Single Version","angry","spotify:artist:5BtHciL0e0zOP7prIHn3pP","Breaking Benjamin","alternative metal","74","3264370","0.392","0.964","10","-4.441","0","0.0644","7.13e-05","0.0387","0.106","0.269","167.024","4"
"spotify:track:3gILDObZFV7LD5pmjSr9zo","spotify:track:3gILDObZFV7LD5pmjSr9zo","Kingdom","angry","spotify:artist:4g6EnIPhmYBTZ7vsmxDkxH","Downstait","hard alternative","42","14701","0.459","0.955","1","-2.723","1","0.137","0.000484","0.00494","0.33","0.337","160.077","4"
"spotify:track:07ceEXOyS7ghQkyCOycXwP","spotify:track:07ceEXOyS7ghQkyCOycXwP","This Fire","angry","spotify:artist:37394IP6uhnjIpsawpMu4l","Killswitch Engage","alternative metal","67","1318980","0.447","0.993","7","-3.022","1","0.111","1.56e-05","0.027","0.474","0.108","140.018","4"
"spotify:track:0jqblvsI9LBY4irmLVqqEO","spotify:track:0jqblvsI9LBY4irmLVqqEO","Welcome to the Family","angry","spotify:artist:0nmQIMXWTXfhgOBdNzhGOs","Avenged Sevenfold","alternative metal","76","4360709","0.567","0.946","2","-3.973","0","0.0935","0.00267","0.0","0.0567","0.699","94.985","4"
"spotify:track:3SeZzF0iKVwsqfpZcQeA4r","spotify:track:3SeZzF0iKVwsqfpZcQeA4r","Hold Strong","angry","spotify:artist:70eNABm9r2VXOGYW4r209H","Rob Bailey & The Hustle Standard","military rap","60","140363","0.631","0.729","8","-7.615","1","0.0558","0.0739","0.0","0.486","0.515","135.965","4"
"spotify:track:5BkCDt5w0WOGgBgDC7T39i","spotify:track:5BkCDt5w0WOGgBgDC7T39i","Drugs","angry","spotify:artist:2CmaKO2zEGJ1NWpS1yfVGz","Falling In Reverse","metalcore","73","1553249","0.503","0.904","2","-3.895","0","0.048","0.000482","0.0","0.132","0.384","165.099","4"
"spotify:track:7fcfNW0XxTWlwVlftzfDOR","spotify:track:7fcfNW0XxTWlwVlftzfDOR","Walk","angry","spotify:artist:14pVkFUHDL207LzLHtSA18","Pantera","alternative metal","70","2969973","0.43","0.704","1","-8.008","0","0.0804","0.000155","0.00221","0.0933","0.703","118.242","4"
"spotify:track:3sHH7lklbfpcraDDvYnjo7","spotify:track:3sHH7lklbfpcraDDvYnjo7","Bat Country","angry","spotify:artist:0nmQIMXWTXfhgOBdNzhGOs","Avenged Sevenfold","alternative metal","76","4360709","0.541","0.968","0","-4.129","1","0.0396","0.000248","8.28e-06","0.423","0.505","125.04","4"
"spotify:track:0jakaHRU7ubOzJTseh6tJu","spotify:track:0jakaHRU7ubOzJTseh6tJu","Stick Out","angry","spotify:artist:4nXOZlYoAD67hF9aUEncMY","Pouya","dark trap","74","701999","0.77","0.853","10","-3.849","0","0.221","0.0042","0.000961","0.0936","0.615","164.037","4"
"spotify:track:1yc53HK08sDab7PDFgnLWk","spotify:track:1yc53HK08sDab7PDFgnLWk","Laid to Rest","angry","spotify:artist:3JFsVIxOn7STeilPICkkB2","Lamb of God","alternative metal","66","1301419","0.366","0.956","10","-3.725","0","0.108","0.000293","0.00447","0.449","0.159","104.016","3"
"spotify:track:4OSbctVD37ycS0H3rwRm72","spotify:track:4OSbctVD37ycS0H3rwRm72","Prayer Of The Refugee","angry","spotify:artist:6Wr3hh341P84m3EI8qdn9O","Rise Against","chicago hardcore","73","2251842","0.2","0.977","3","-3.494","0","0.159","0.00165","1.1e-05","0.259","0.39","195.711","4"
"spotify:track:7Cq27Qc3WRyQ3ddwVslpVZ","spotify:track:7Cq27Qc3WRyQ3ddwVslpVZ","Heart Attack","angry","spotify:artist:6rYogEVj60BCIsLukpAnwr","Scarlxrd","dark trap","64","939545","0.585","0.895","11","-3.663","0","0.136","0.0505","0.00423","0.32","0.181","119.904","4"
"spotify:track:3bdqdxoWXP3z0KuDt0o4Cn","spotify:track:3bdqdxoWXP3z0KuDt0o4Cn","SECOND & SEBRING","angry","spotify:artist:4tususHNaR68xdgLstlGBA","Of Mice & Men","melodic metalcore","62","991395","0.273","0.973","1","-3.324","0","0.0807","0.000892","0.0","0.388","0.179","133.428","4"
"spotify:track:7G83ZwD2msTtFaBQExc8QB","spotify:track:7G83ZwD2msTtFaBQExc8QB","Institutionalized","angry","spotify:artist:3WPKDlucMsXH6FC1XaclZC","Suicidal Tendencies","alternative metal","55","441151","0.358","0.804","0","-8.534","1","0.302","0.0404","0.0","0.111","0.625","91.842","3"
"spotify:track:1nB6VmrPybx4xwkL80OqdA","spotify:track:1nB6VmrPybx4xwkL80OqdA","Nihil","angry","spotify:artist:3uL4UpqShC4p2x1dJutoRW","Ghostemane","dark trap","76","1588260","0.665","0.905","7","-5.785","1","0.253","0.161","0.0669","0.907","0.288","114.938","4"
"spotify:track:7eyshS7nRaFtN8oMjHZSnp","spotify:track:7eyshS7nRaFtN8oMjHZSnp","Take This Life","angry","spotify:artist:57ylwQTnFnIhJh4nu4rxCs","In Flames","alternative metal","67","835105","0.452","0.993","10","-4.74","0","0.172","2.88e-06","0.53","0.152","0.121","119.926","4"
"spotify:track:2gscB6kDOmrv1P6qs2KXE3","spotify:track:2gscB6kDOmrv1P6qs2KXE3","Wait and Bleed","angry","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","alternative metal","79","6577046","0.382","0.996","7","-4.119","1","0.104","0.00208","0.0","0.417","0.327","93.345","4"
"spotify:track:5anCkDvJ17aznvK5TED5uo","spotify:track:5anCkDvJ17aznvK5TED5uo","Hail to the King","angry","spotify:artist:0nmQIMXWTXfhgOBdNzhGOs","Avenged Sevenfold","alternative metal","76","4360709","0.58","0.916","3","-4.358","0","0.0387","0.000297","0.0259","0.126","0.683","118.004","4"
"spotify:track:61mWefnWQOLf90gepjOCb3","spotify:track:61mWefnWQOLf90gepjOCb3","Duality","angry","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","alternative metal","79","6577046","0.354","0.982","4","-3.026","0","0.168","0.000237","0.000294","0.204","0.194","143.772","4"
"spotify:track:4ZAy1Vh6u97dJRnEg1qexN","spotify:track:4ZAy1Vh6u97dJRnEg1qexN","THE ELECTRIC EXPERIENCE","angry","spotify:artist:1kMVs324xI4K0tQrKqA4c4","City Morgue","dark trap","65","200923","0.473","0.944","1","-5.386","1","0.0939","0.0233","0.00196","0.563","0.348","157.032","4"
"spotify:track:2NImo2MajNai4CLk35wMut","spotify:track:2NImo2MajNai4CLk35wMut","This Means War","angry","spotify:artist:0nmQIMXWTXfhgOBdNzhGOs","Avenged Sevenfold","alternative metal","76","4360709","0.614","0.914","7","-5.59","0","0.0324","0.000554","1.16e-05","0.0371","0.439","90.0","4"
"spotify:track:6KitEot8XS4u38FrxccbV0","spotify:track:6KitEot8XS4u38FrxccbV0","Hypa Hypa","angry","spotify:artist:1WNoKxsp715jez1Td4vthc","Eskimo Callboy","comic metal","62","192751","0.501","0.971","4","-4.043","1","0.0537","0.00899","0.0","0.0639","0.591","75.997","4"
"spotify:track:0T6wsLOq4GmZL4HtOseM4k","spotify:track:0T6wsLOq4GmZL4HtOseM4k","SHINNERS13","angry","spotify:artist:1kMVs324xI4K0tQrKqA4c4","City Morgue","dark trap","65","200923","0.542","0.908","1","-2.857","1","0.0575","0.0966","0.0","0.134","0.509","78.048","4"
"spotify:track:5hheGdf1cb4rK0FNiedCfK","spotify:track:5hheGdf1cb4rK0FNiedCfK","The Devil in I","angry","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","alternative metal","79","6577046","0.398","0.939","9","-2.865","0","0.0648","0.00591","0.000881","0.357","0.235","92.027","4"
"spotify:track:6W21LNLz9Sw7sUSNWMSHRu","spotify:track:6W21LNLz9Sw7sUSNWMSHRu","Freak On a Leash","angry","spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD","Korn","alternative metal","75","4252088","0.353","0.898","2","-5.877","1","0.052","2.23e-05","0.105","0.39","0.525","103.293","4"
"spotify:track:2MvIMgtWyK88OiPi0J8Dg3","spotify:track:2MvIMgtWyK88OiPi0J8Dg3","Psychosocial","angry","spotify:artist:05fG473iIaoy82BF1aGhL8","Slipknot","alternative metal","79","6577046","0.576","0.989","2","-1.909","1","0.112","0.00252","0.0032","0.0243","0.352","135.093","4"
"spotify:track:3lovxWhnSMb75aT8GxmUDY","spotify:track:3lovxWhnSMb75aT8GxmUDY","Not Alone","angry","spotify:artist:2zgG1GPDvjaBgxeQaVXI14","All That Remains","alternative metal","62","919754","0.549","0.98","5","-2.647","0","0.0971","5.59e-05","0.000719","0.229","0.274","102.966","4"
"spotify:track:2gQYziDV5cSTRSqr6akzi5","spotify:track:2gQYziDV5cSTRSqr6akzi5","Take A Step Back","angry","spotify:artist:2rhFzFmezpnW82MNqEKVry","Ski Mask The Slump God","miami hip hop","79","3760546","0.8","0.591","6","-8.808","1","0.271","0.111","0.0","0.429","0.747","117.003","4"
"spotify:track:26095IcivgfeCsNSDswY71","spotify:track:26095IcivgfeCsNSDswY71","Nothing For Me Here","angry","spotify:artist:7fWgqc4HJi3pcHhK8hKg2p","Dope","alternative metal","59","524451","0.368","0.93","1","-4.892","1","0.141","5.03e-05","2.18e-05","0.0858","0.414","173.071","4"
"spotify:track:6p2liQLGoDaLXgND68bfVt","spotify:track:6p2liQLGoDaLXgND68bfVt","Coming Undone","angry","spotify:artist:3RNrq3jvMZxD9ZyoOZbQOD","Korn","alternative metal","75","4252088","0.687","0.677","2","-4.172","1","0.0508","0.000658","0.000146","0.0564","0.546","75.052","4"
